PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change
101786,Add Viam image processing integration,2023-10-10 20:14:11+00:00,2024-05-15 12:03:31+00:00,merged,18,114,216,https://github.com/home-assistant/core/pull/101786,New integration (thank you!)
52832,Add sithl_imow integration,2021-07-10 10:02:23+00:00,2021-10-24 22:10:20+00:00,closed,14,0,105,https://github.com/home-assistant/core/pull/52832,New integration (thank you!)
65000,Huawei Solar Integration,2022-01-26 20:48:10+00:00,2023-10-07 10:02:00+00:00,closed,16,19,617,https://github.com/home-assistant/core/pull/65000,New integration (thank you!)
77091,Add Starlink Integration,2022-08-21 06:18:58+00:00,2023-01-17 12:02:14+00:00,merged,21,105,139,https://github.com/home-assistant/core/pull/77091,New integration (thank you!)
114531,Add integration for APsystems EZ1 microinverter,2024-03-31 17:40:40+00:00,2024-05-16 13:02:49+00:00,merged,18,103,44,https://github.com/home-assistant/core/pull/114531,New integration (thank you!)
104342,Add integration for Fläktgroup Modbus,2023-11-22 00:12:36+00:00,2024-05-22 19:01:48+00:00,closed,8,0,181,https://github.com/home-assistant/core/pull/104342,New integration (thank you!)
56647,Add nina integration,2021-09-25 15:47:36+00:00,2021-12-18 13:06:53+00:00,merged,17,96,70,https://github.com/home-assistant/core/pull/56647,New integration (thank you!)
87624,Add viaris integration,2023-02-07 10:46:05+00:00,2023-03-07 08:02:11+00:00,closed,16,3,26,https://github.com/home-assistant/core/pull/87624,New integration (thank you!)
75091,New integraton iNELS,2022-07-12 20:37:47+00:00,2022-08-24 09:01:52+00:00,closed,21,0,41,https://github.com/home-assistant/core/pull/75091,New integration (thank you!)
44862,Add Barry,2021-01-05 22:17:38+00:00,2021-01-19 10:40:47+00:00,closed,15,0,12,https://github.com/home-assistant/core/pull/44862,New integration (thank you!)
74893,Add Pylontech integration,2022-07-10 16:43:15+00:00,2023-04-30 14:01:54+00:00,closed,16,9,292,https://github.com/home-assistant/core/pull/74893,New integration (thank you!)
114650,Add Senziio core integration,2024-04-02 15:50:10+00:00,2024-06-06 19:02:24+00:00,closed,18,13,64,https://github.com/home-assistant/core/pull/114650,New integration (thank you!)
70365,Add OSO Energy integration,2022-04-21 10:38:49+00:00,2024-01-30 14:02:16+00:00,merged,14,111,595,https://github.com/home-assistant/core/pull/70365,New integration (thank you!)
103683,Add new integration for Leviosa zone,2023-11-09 02:56:33+00:00,2024-06-27 17:01:37+00:00,closed,14,149,230,https://github.com/home-assistant/core/pull/103683,New integration (thank you!)
99173,Add integration for IKEA Idasen Desk,2023-08-27 23:37:33+00:00,2023-09-21 01:21:58+00:00,merged,20,28,23,https://github.com/home-assistant/core/pull/99173,New integration (thank you!)
62801,AlphaESS Integration,2021-12-26 14:39:25+00:00,2022-06-03 01:29:10+00:00,closed,17,67,157,https://github.com/home-assistant/core/pull/62801,New integration (thank you!)
104119,Add LinknLink integration,2023-11-17 09:29:00+00:00,2024-01-05 06:01:52+00:00,closed,0,20,47,https://github.com/home-assistant/core/pull/104119,New integration (thank you!)
119414,Add LLM API to get travel time and directions from Google Maps (directions api),2024-06-11 17:37:49+00:00,2024-07-07 17:02:01+00:00,closed,12,0,24,https://github.com/home-assistant/core/pull/119414,New integration (thank you!)
98240,Add SpaNET integration,2023-08-11 04:15:26+00:00,2023-12-26 04:02:00+00:00,closed,14,7,135,https://github.com/home-assistant/core/pull/98240,New integration (thank you!)
60080,Tuya Alarm Initial commit,2021-11-21 12:24:42+00:00,2022-01-08 14:01:37+00:00,merged,3,38,47,https://github.com/home-assistant/core/pull/60080,New integration (thank you!)
120087,Add IoTMeter integration,2024-06-21 11:26:20+00:00,2024-10-28 16:02:17+00:00,closed,15,29,128,https://github.com/home-assistant/core/pull/120087,New integration (thank you!)
82024,Add maico integration,2022-11-13 08:37:59+00:00,2023-02-20 23:01:51+00:00,closed,14,32,98,https://github.com/home-assistant/core/pull/82024,New integration (thank you!)
72674,Add Huum integration,2022-05-29 17:02:54+00:00,2022-10-13 18:07:58+00:00,closed,14,20,136,https://github.com/home-assistant/core/pull/72674,New integration (thank you!)
45512,Anova sous vide cooker,2021-01-24 23:55:45+00:00,2021-09-25 23:01:43+00:00,closed,13,18,242,https://github.com/home-assistant/core/pull/45512,New integration (thank you!)
45564,Add econet thermostat support and use getattr for sensors,2021-01-26 15:01:52+00:00,2021-03-26 17:18:58+00:00,merged,9,25,58,https://github.com/home-assistant/core/pull/45564,New integration (thank you!)
115591,Add neevo integration,2024-04-14 19:02:48+00:00,2024-10-09 16:02:09+00:00,closed,15,21,176,https://github.com/home-assistant/core/pull/115591,New integration (thank you!)
102231,Add Climaveneta i-MXW integration,2023-10-18 13:24:14+00:00,2023-12-19 15:01:48+00:00,closed,13,29,61,https://github.com/home-assistant/core/pull/102231,New integration (thank you!)
47370,Spokestack Wakeword Integration,2021-03-04 14:17:12+00:00,2021-11-08 16:06:21+00:00,closed,14,5,248,https://github.com/home-assistant/core/pull/47370,New integration (thank you!)
113065,Add GoDice integration,2024-03-11 13:35:02+00:00,2024-09-13 21:01:49+00:00,closed,16,66,185,https://github.com/home-assistant/core/pull/113065,New integration (thank you!)
46662,Add new Binance integration,2021-02-16 21:13:56+00:00,2021-12-22 19:01:42+00:00,closed,18,8,307,https://github.com/home-assistant/core/pull/46662,New integration (thank you!)
86522,Add myUplink integration,2023-01-24 12:21:34+00:00,2024-01-13 12:02:08+00:00,merged,21,60,352,https://github.com/home-assistant/core/pull/86522,New integration (thank you!)
117117,Add Aquacell integration,2024-05-08 22:16:26+00:00,2024-07-04 20:11:37+00:00,merged,21,81,28,https://github.com/home-assistant/core/pull/117117,New integration (thank you!)
102190,Add deako integration using pydeako,2023-10-17 23:13:18+00:00,2024-05-10 19:01:39+00:00,closed,19,54,204,https://github.com/home-assistant/core/pull/102190,New integration (thank you!)
68755,Add QR Code Generator,2022-03-27 19:58:36+00:00,2022-09-27 09:57:34+00:00,closed,17,0,164,https://github.com/home-assistant/core/pull/68755,New integration (thank you!)
87748,Add Southern company integration,2023-02-09 03:52:58+00:00,2023-09-12 14:01:38+00:00,closed,17,34,214,https://github.com/home-assistant/core/pull/87748,New integration (thank you!)
95613,Add Mypermobil integration,2023-06-30 09:21:37+00:00,2023-11-25 17:01:37+00:00,merged,17,184,147,https://github.com/home-assistant/core/pull/95613,New integration (thank you!)
86921,Add onetracker integration,2023-01-29 22:32:17+00:00,2023-03-08 18:02:07+00:00,closed,18,7,36,https://github.com/home-assistant/core/pull/86921,New integration (thank you!)
104725,Add Epic Games Store integration,2023-11-29 14:53:18+00:00,2024-04-23 10:01:44+00:00,merged,26,31,144,https://github.com/home-assistant/core/pull/104725,New integration (thank you!)
113156,Add Arve integration,2024-03-12 15:03:43+00:00,2024-06-28 10:14:55+00:00,merged,19,152,27,https://github.com/home-assistant/core/pull/113156,New integration (thank you!)
81223,TP-Link Omada integration,2022-10-29 20:47:18+00:00,2023-02-07 16:01:55+00:00,merged,21,29,99,https://github.com/home-assistant/core/pull/81223,New integration (thank you!)
95006,EnergyID integration,2023-06-21 17:52:39+00:00,2024-01-22 13:03:46+00:00,closed,15,16,213,https://github.com/home-assistant/core/pull/95006,New integration (thank you!)
99304,💧 Aqvify integration,2023-08-29 20:45:09+00:00,2024-08-12 14:03:14+00:00,closed,14,33,347,https://github.com/home-assistant/core/pull/99304,New integration (thank you!)
50233,Add securitas direct integration,2021-05-07 10:08:28+00:00,2022-05-19 19:02:55+00:00,closed,14,7,376,https://github.com/home-assistant/core/pull/50233,New integration (thank you!)
90564,Add image entity component,2023-03-31 07:26:52+00:00,2023-06-20 15:04:22+00:00,merged,18,6,80,https://github.com/home-assistant/core/pull/90564,New integration (thank you!)
89313,Add heatnglo virtual integration for Intellifire,2023-03-07 20:40:56+00:00,2023-06-13 23:01:44+00:00,closed,2,0,97,https://github.com/home-assistant/core/pull/89313,New integration (thank you!)
107498,Update growatt server url,2024-01-07 21:18:26+00:00,2024-02-08 10:02:24+00:00,closed,1,0,30,https://github.com/home-assistant/core/pull/107498,New integration (thank you!)
110207,Add integration Wireguard,2024-02-10 16:54:12+00:00,2024-03-23 15:01:48+00:00,closed,18,7,40,https://github.com/home-assistant/core/pull/110207,New integration (thank you!)
119642,Add Sensoterra integration ,2024-06-13 21:03:20+00:00,2024-09-13 13:36:55+00:00,merged,18,102,83,https://github.com/home-assistant/core/pull/119642,New integration (thank you!)
88272,Sun WEG integration,2023-02-16 20:56:25+00:00,2023-12-19 14:01:54+00:00,merged,21,64,295,https://github.com/home-assistant/core/pull/88272,New integration (thank you!)
71896,Add LaCrosse View integration,2022-05-15 13:09:42+00:00,2022-08-01 13:09:38+00:00,merged,17,68,73,https://github.com/home-assistant/core/pull/71896,New integration (thank you!)
45915,Add Rako Integration,2021-02-03 18:20:43+00:00,2023-03-08 20:39:43+00:00,closed,21,33,763,https://github.com/home-assistant/core/pull/45915,New integration (thank you!)
96399,Add the Duotecno intergration,2023-07-12 07:39:29+00:00,2023-07-26 10:01:58+00:00,merged,16,29,13,https://github.com/home-assistant/core/pull/96399,New integration (thank you!)
64775,Add Bemfa integration,2022-01-23 18:28:33+00:00,2022-05-07 11:01:48+00:00,closed,15,14,102,https://github.com/home-assistant/core/pull/64775,New integration (thank you!)
93837,Add OVOS/Neon Voice Assistants integration,2023-05-31 02:03:50+00:00,2023-10-07 17:01:34+00:00,closed,12,3,128,https://github.com/home-assistant/core/pull/93837,New integration (thank you!)
122148,Add Anglian Water integration,2024-07-18 22:54:11+00:00,2024-10-15 20:01:57+00:00,closed,17,70,87,https://github.com/home-assistant/core/pull/122148,New integration (thank you!)
87872,Add RAPT Bluetooth integration,2023-02-11 09:38:23+00:00,2023-04-18 04:02:04+00:00,merged,16,10,64,https://github.com/home-assistant/core/pull/87872,New integration (thank you!)
102542,Add integration for Vevor BLE Heaters,2023-10-22 17:00:09+00:00,2024-03-24 18:01:55+00:00,closed,17,83,153,https://github.com/home-assistant/core/pull/102542,New integration (thank you!)
118111,Introduce Sunsynk web api integration,2024-05-25 11:24:09+00:00,2024-06-16 07:02:36+00:00,closed,17,93,20,https://github.com/home-assistant/core/pull/118111,New integration (thank you!)
54859,Initial commit for EnaSolar integration,2021-08-19 03:12:22+00:00,2022-01-02 02:18:05+00:00,closed,14,125,134,https://github.com/home-assistant/core/pull/54859,New integration (thank you!)
58720,Add Evil Genius Labs integration,2021-10-29 22:52:53+00:00,2021-11-09 17:11:37+00:00,merged,21,23,9,https://github.com/home-assistant/core/pull/58720,New integration (thank you!)
52943,Weback cloud integration,2021-07-12 22:44:22+00:00,2021-10-26 17:18:05+00:00,closed,15,0,104,https://github.com/home-assistant/core/pull/52943,New integration (thank you!)
114113,Add airgradient integration,2024-03-24 14:29:35+00:00,2024-05-10 09:03:28+00:00,merged,25,29,45,https://github.com/home-assistant/core/pull/114113,New integration (thank you!)
94994,Add Victron BLE integration,2023-06-21 14:31:39+00:00,2023-11-07 03:01:48+00:00,closed,17,8,137,https://github.com/home-assistant/core/pull/94994,New integration (thank you!)
91436,Add Linear Garage Door integration,2023-04-14 21:21:53+00:00,2023-11-23 09:01:55+00:00,merged,22,45,221,https://github.com/home-assistant/core/pull/91436,New integration (thank you!)
93623,Add lawnmower entity,2023-05-26 19:15:33+00:00,2023-08-22 11:01:36+00:00,merged,17,59,86,https://github.com/home-assistant/core/pull/93623,New integration (thank you!)
98663,Flexit bacnet integration,2023-08-19 07:14:20+00:00,2023-11-29 11:15:17+00:00,closed,18,0,101,https://github.com/home-assistant/core/pull/98663,New integration (thank you!)
82850,Initial Edilkamin stove integration,2022-11-28 09:20:29+00:00,2024-04-03 19:03:58+00:00,closed,19,17,491,https://github.com/home-assistant/core/pull/82850,New integration (thank you!)
83247,Add bouncie integration,2022-12-04 18:50:59+00:00,2023-01-18 17:01:42+00:00,closed,16,65,43,https://github.com/home-assistant/core/pull/83247,New integration (thank you!)
76190,Add Aqara,2022-08-04 06:43:45+00:00,2023-08-17 09:01:58+00:00,closed,31,0,377,https://github.com/home-assistant/core/pull/76190,New integration (thank you!)
59402,Add Vconnex integration,2021-11-09 08:12:46+00:00,2023-05-12 04:02:02+00:00,closed,0,27,547,https://github.com/home-assistant/core/pull/59402,New integration (thank you!)
84443,Seitron integration,2022-12-22 14:15:29+00:00,2023-04-20 21:01:51+00:00,closed,17,33,118,https://github.com/home-assistant/core/pull/84443,New integration (thank you!)
53430,Add new integration for Legrand RFLC,2021-07-24 18:19:48+00:00,2023-01-18 15:02:03+00:00,closed,17,96,541,https://github.com/home-assistant/core/pull/53430,New integration (thank you!)
45589,Add Rako Integration,2021-01-27 00:10:15+00:00,2021-02-04 19:04:33+00:00,closed,1574,1,7,https://github.com/home-assistant/core/pull/45589,New integration (thank you!)
79398,Add Sum helper,2022-10-01 08:09:16+00:00,2022-11-25 14:05:37+00:00,closed,16,20,54,https://github.com/home-assistant/core/pull/79398,New integration (thank you!)
100790,Add Healthbox3 integration,2023-09-24 09:35:25+00:00,2023-11-01 15:01:55+00:00,closed,17,26,37,https://github.com/home-assistant/core/pull/100790,New integration (thank you!)
85986,ReadYourMeter Pro integration,2023-01-16 06:13:15+00:00,2023-01-26 18:12:04+00:00,merged,14,28,8,https://github.com/home-assistant/core/pull/85986,New integration (thank you!)
103073,Add integration for iotty Smart Home,2023-10-30 16:01:05+00:00,2024-07-20 11:02:04+00:00,merged,24,143,262,https://github.com/home-assistant/core/pull/103073,New integration (thank you!)
62338,Dialog flow v3,2021-12-19 20:27:31+00:00,2022-04-07 23:02:04+00:00,closed,1,7,108,https://github.com/home-assistant/core/pull/62338,New integration (thank you!)
50998,Adax heaters,2021-05-23 13:58:25+00:00,2021-07-25 07:13:45+00:00,merged,14,23,58,https://github.com/home-assistant/core/pull/50998,New integration (thank you!)
72982,New integration: Poolstation,2022-06-03 13:50:45+00:00,2022-11-03 04:13:18+00:00,closed,20,0,151,https://github.com/home-assistant/core/pull/72982,New integration (thank you!)
86254,Add Anova integration,2023-01-19 22:06:19+00:00,2023-04-24 00:05:52+00:00,merged,22,87,93,https://github.com/home-assistant/core/pull/86254,New integration (thank you!)
101612,Allpowers support,2023-10-07 20:22:01+00:00,2024-02-06 00:05:56+00:00,closed,17,3,120,https://github.com/home-assistant/core/pull/101612,New integration (thank you!)
53689,Add new Bitvavo integration,2021-07-29 12:23:37+00:00,2023-01-22 16:03:24+00:00,closed,17,17,541,https://github.com/home-assistant/core/pull/53689,New integration (thank you!)
67703,Add kdeconnect integration,2022-03-05 18:20:10+00:00,2023-10-07 10:01:59+00:00,closed,17,46,579,https://github.com/home-assistant/core/pull/67703,New integration (thank you!)
121488,Add Iskra integration,2024-07-08 06:20:54+00:00,2024-09-23 10:16:49+00:00,merged,17,170,58,https://github.com/home-assistant/core/pull/121488,New integration (thank you!)
44779,Introduce wiz integration for the WiZ Platform,2021-01-02 23:53:26+00:00,2022-03-02 21:20:05+00:00,merged,14,168,398,https://github.com/home-assistant/core/pull/44779,New integration (thank you!)
90286,Add Bosch HomeCom integration,2023-03-25 22:44:42+00:00,2023-07-02 09:01:57+00:00,closed,17,13,97,https://github.com/home-assistant/core/pull/90286,New integration (thank you!)
70080,Add new integration Loqed,2022-04-15 08:52:34+00:00,2023-06-29 11:02:03+00:00,merged,28,181,438,https://github.com/home-assistant/core/pull/70080,New integration (thank you!)
57590,Add Ridwell integration,2021-10-13 01:37:50+00:00,2021-11-02 02:13:47+00:00,merged,16,25,17,https://github.com/home-assistant/core/pull/57590,New integration (thank you!)
51002,Add tractive integration,2021-05-23 15:23:38+00:00,2021-08-06 12:01:55+00:00,merged,14,30,73,https://github.com/home-assistant/core/pull/51002,New integration (thank you!)
94824,New integration Midea ccm15 climate,2023-06-18 17:53:39+00:00,2023-12-24 21:01:36+00:00,merged,18,116,188,https://github.com/home-assistant/core/pull/94824,New integration (thank you!)
118012,Add duwi integration,2024-05-24 05:54:11+00:00,2024-10-29 09:02:07+00:00,closed,13,0,157,https://github.com/home-assistant/core/pull/118012,New integration (thank you!)
75585,Add Sutro integration,2022-07-21 17:48:33+00:00,2023-02-05 15:01:39+00:00,closed,13,28,197,https://github.com/home-assistant/core/pull/75585,New integration (thank you!)
77742,Add new integration mhtzn,2022-09-03 02:59:47+00:00,2022-12-20 14:13:37+00:00,closed,15,0,107,https://github.com/home-assistant/core/pull/77742,New integration (thank you!)
45672,Ebus support,2021-01-28 21:25:17+00:00,2021-09-14 21:01:54+00:00,closed,15,5,227,https://github.com/home-assistant/core/pull/45672,New integration (thank you!)
51932,Add Uonet+ Vulcan integration,2021-06-16 18:02:15+00:00,2021-09-18 21:01:41+00:00,closed,820,0,93,https://github.com/home-assistant/core/pull/51932,New integration (thank you!)
51317,Modern Forms integration initial pass - Fan,2021-06-01 02:12:02+00:00,2021-06-14 20:32:31+00:00,merged,21,66,7,https://github.com/home-assistant/core/pull/51317,New integration (thank you!)
52490,Add National Environment Agency weather and sensor components,2021-07-04 03:17:17+00:00,2021-10-12 13:10:33+00:00,closed,7,3,99,https://github.com/home-assistant/core/pull/52490,New integration (thank you!)
119788,Add Bryant Evolution Integration,2024-06-16 19:45:16+00:00,2024-07-30 10:02:02+00:00,merged,20,151,42,https://github.com/home-assistant/core/pull/119788,New integration (thank you!)
79454,Add `text` platform,2022-10-02 06:41:20+00:00,2022-11-25 19:01:41+00:00,merged,14,27,53,https://github.com/home-assistant/core/pull/79454,New integration (thank you!)
44785,New Ezviz Cloud integration,2021-01-03 13:13:38+00:00,2021-01-29 17:37:06+00:00,closed,13,0,25,https://github.com/home-assistant/core/pull/44785,New integration (thank you!)
82483,Add bluecurrent integration,2022-11-21 13:57:23+00:00,2023-12-31 15:01:39+00:00,merged,18,121,396,https://github.com/home-assistant/core/pull/82483,New integration (thank you!)
85029,Add new 2N Telekomunikace integration,2023-01-03 00:27:22+00:00,2023-06-26 15:36:59+00:00,closed,20,17,173,https://github.com/home-assistant/core/pull/85029,New integration (thank you!)
106029,Implement TechnoVE integration,2023-12-19 05:19:14+00:00,2024-01-18 11:01:59+00:00,merged,22,77,29,https://github.com/home-assistant/core/pull/106029,New integration (thank you!)
56448,Amberelectric,2021-09-20 09:17:44+00:00,2021-09-30 22:07:00+00:00,merged,17,86,7,https://github.com/home-assistant/core/pull/56448,New integration (thank you!)
48239,Create a motionEye integration,2021-03-23 04:12:30+00:00,2021-04-25 18:11:21+00:00,merged,13,44,32,https://github.com/home-assistant/core/pull/48239,New integration (thank you!)
82637,Add Google Mail integration,2022-11-24 14:03:35+00:00,2023-01-26 21:01:43+00:00,merged,30,47,44,https://github.com/home-assistant/core/pull/82637,New integration (thank you!)
90489,Add Opower integration for getting electricity/gas usage and cost for many utilities,2023-03-30 04:23:40+00:00,2023-07-04 12:08:35+00:00,merged,16,26,94,https://github.com/home-assistant/core/pull/90489,New integration (thank you!)
127109,Add Appartme System integration,2024-09-30 13:26:37+00:00,2024-10-24 12:03:20+00:00,closed,19,0,22,https://github.com/home-assistant/core/pull/127109,New integration (thank you!)
97746,Add integration EyeOnWater,2023-08-04 01:28:45+00:00,2023-08-23 03:01:55+00:00,closed,11,0,18,https://github.com/home-assistant/core/pull/97746,New integration (thank you!)
61677,Add WalkingPad integration,2021-12-13 12:03:46+00:00,2022-03-25 04:01:58+00:00,closed,15,0,100,https://github.com/home-assistant/core/pull/61677,New integration (thank you!)
45314,Add Daikin Madoka thermostat integration,2021-01-19 01:03:08+00:00,2021-10-28 13:11:30+00:00,closed,23,39,281,https://github.com/home-assistant/core/pull/45314,New integration (thank you!)
107851,Add WittIOT integration,2024-01-12 09:23:59+00:00,2024-02-23 10:03:39+00:00,closed,18,78,41,https://github.com/home-assistant/core/pull/107851,New integration (thank you!)
107360,Smartfox,2024-01-06 10:36:12+00:00,2024-03-14 14:01:55+00:00,closed,14,8,67,https://github.com/home-assistant/core/pull/107360,New integration (thank you!)
63252,Initial implementation of EnaSolar integration,2022-01-03 02:12:01+00:00,2022-02-04 19:01:45+00:00,closed,13,102,31,https://github.com/home-assistant/core/pull/63252,New integration (thank you!)
45780,Add broadlink climate platform,2021-01-31 15:24:16+00:00,2022-12-02 07:20:24+00:00,closed,6,18,315,https://github.com/home-assistant/core/pull/45780,New integration (thank you!)
86930,Add Imazu Wall Pad,2023-01-30 05:14:13+00:00,2023-11-22 01:26:33+00:00,closed,24,2,294,https://github.com/home-assistant/core/pull/86930,New integration (thank you!)
87681,Add smartenergy_goecharger integration,2023-02-08 09:06:46+00:00,2023-08-09 08:02:32+00:00,closed,16,8,180,https://github.com/home-assistant/core/pull/87681,New integration (thank you!)
53821,PCF8574,2021-08-01 07:24:41+00:00,2021-11-11 23:01:48+00:00,closed,14,29,101,https://github.com/home-assistant/core/pull/53821,New integration (thank you!)
102846,Add tedee integration,2023-10-26 10:37:38+00:00,2023-12-30 14:10:55+00:00,merged,22,84,64,https://github.com/home-assistant/core/pull/102846,New integration (thank you!)
